xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
0.26582,3638.3,4524.5,9.1938,27.236,42.253,2701.9,75.517,120.39,0.3138,80.127,50.688,2630.7,24.16,48.512,3100.6,23.14,65.445,213.46,339.75,94.694,77.421,62.896,54.155,25.898,59.432,22.114,37.352,40.125,43.091,43.102,40.619,17.767
0.25122,3644.0,4584.7,9.3311,26.844,42.155,2714.5,75.398,120.41,0.3373,80.171,49.693,2643.0,23.311,50.872,3111.4,22.477,65.732,233.4,340.93,94.536,77.328,63.23,54.203,24.834,63.206,22.184,39.862,37.197,48.553,47.452,40.946,19.243
0.21815,3678.4,4573.0,9.3735,27.013,42.266,2697.4,74.368,120.41,0.35918,80.291,50.878,2625.4,26.545,50.737,3096.2,22.545,65.982,231.33,340.44,94.593,77.307,63.981,53.795,21.465,61.474,21.871,43.122,40.684,48.239,47.875,46.7,19.022
0.23023,3699.3,4497.3,9.4368,27.295,42.544,2702.1,74.197,120.33,0.31843,80.01,50.69,2631.1,23.89,49.299,3097.6,23.055,66.616,253.22,342.74,94.438,77.194,64.113,53.71,22.672,62.108,22.812,38.204,40.132,44.912,53.227,41.98,17.813
0.25335,3696.0,4504.3,9.4298,26.786,42.442,2709.5,75.061,120.4,0.33287,79.951,48.598,2639.0,25.112,50.981,3104.1,22.568,66.282,244.28,343.22,94.63,77.289,62.895,54.571,24.765,62.018,22.806,38.932,33.974,48.805,51.386,44.552,18.961
0.33445,3626.0,4381.9,9.5223,27.023,42.255,2702.8,72.692,120.5,0.39503,82.669,49.002,2632.1,24.292,48.967,3103.7,23.002,65.39,223.75,337.51,94.346,80.317,62.445,52.593,32.807,64.445,21.485,47.854,35.162,44.144,45.829,42.34,19.001
0.28076,3658.6,4546.2,9.3437,27.267,42.436,2695.8,74.052,120.43,0.32856,80.64,49.133,2625.3,24.374,49.3,3092.5,23.867,65.859,225.33,341.64,94.517,77.753,63.147,53.64,27.721,61.784,22.33,39.574,35.549,44.915,47.051,46.048,15.887
0.28363,3598.7,4486.8,9.353,26.984,42.06,2701.4,74.941,120.34,0.3415,80.152,51.042,2629.6,25.254,47.993,3100.8,23.197,66.16,243.38,340.39,94.681,76.986,63.066,53.626,28.257,61.671,21.979,41.253,41.165,41.89,50.995,45.047,17.574
0.24742,3663.9,4510.2,9.3599,26.579,42.235,2704.0,74.041,120.37,0.33543,79.953,48.865,2632.2,27.354,50.358,3101.2,22.778,65.714,230.41,341.67,94.686,76.98,63.054,53.969,24.957,61.887,21.89,40.269,34.761,47.363,47.437,40.517,18.546
0.23891,3712.6,4508.0,9.0581,27.197,42.456,2711.8,76.111,120.42,0.32639,79.853,49.497,2641.0,27.027,48.479,3110.5,23.427,65.312,220.04,340.24,94.556,76.986,63.59,54.77,23.398,60.627,22.294,39.259,36.619,43.014,44.812,40.594,19.898
0.0,3641.8,4248.3,9.5172,26.878,42.31,3000.0,74.438,120.42,0.2331,73.067,50.107,2920.8,24.845,49.586,3444.7,22.855,67.385,461.78,308.64,95.491,73.202,58.868,45.477,100.0,81.797,-0.01143,1.5419,38.415,45.576,100.21,100.06,26.356
0.25913,3640.5,4555.8,9.4167,26.719,42.087,2710.1,74.588,120.3,0.31527,79.856,49.125,2637.8,24.718,48.876,3105.9,23.596,65.393,225.27,340.12,96.92,77.283,61.611,54.344,25.69,60.06,22.181,38.095,35.525,43.934,46.187,38.691,16.643
0.21061,3686.2,4501.6,9.4122,26.813,42.361,2714.2,74.825,120.43,0.30226,80.085,49.977,2643.7,26.431,50.69,3108.1,21.902,65.484,224.93,343.84,94.449,77.088,62.981,54.91,20.595,59.277,23.259,36.703,38.031,48.131,45.505,41.963,20.596
0.24866,3707.5,4512.1,9.4212,26.589,42.474,2708.2,74.397,120.42,0.33862,80.439,49.533,2637.4,24.149,49.36,3108.1,22.965,64.63,211.84,339.54,94.552,77.846,63.359,54.366,24.364,62.074,21.877,40.202,36.726,45.053,35.742,41.95,18.018
0.2249,3708.3,4533.3,9.1727,27.035,42.386,2708.1,75.881,120.51,0.33754,80.006,50.025,2637.3,23.911,49.912,3104.4,22.33,66.06,239.14,342.2,89.421,77.228,63.653,54.403,22.69,62.583,22.744,40.292,38.173,46.33,49.755,45.993,19.625
0.28069,3623.3,4459.8,9.4507,26.978,42.319,2704.7,75.427,120.53,0.34964,80.789,47.986,2633.4,25.588,50.442,3101.7,23.81,66.852,250.78,341.13,84.353,77.681,61.441,53.39,27.641,61.434,22.139,41.588,32.174,47.558,53.647,49.321,15.999
0.29489,3621.1,4494.6,9.368,26.578,42.385,2697.3,75.092,120.4,0.3463,80.537,48.041,2626.0,25.975,50.034,3096.1,22.999,65.918,232.02,338.69,94.727,77.618,62.812,53.197,28.613,58.531,21.365,41.917,32.335,46.612,48.479,41.532,18.056
0.24268,3626.6,4560.4,9.7238,27.0,42.583,2731.7,73.456,120.42,0.326,79.964,49.267,2661.8,24.162,49.757,3126.6,24.142,66.323,254.21,346.31,94.237,77.749,63.181,54.338,23.804,63.619,23.572,37.321,35.943,45.971,53.58,41.99,14.594
0.28732,3650.5,4463.2,9.213,26.548,42.245,2703.4,75.431,120.77,0.32801,80.078,50.702,2632.9,22.949,48.591,3100.6,22.559,66.067,241.03,341.23,93.969,77.126,63.275,53.706,27.958,60.547,22.023,39.137,40.167,43.273,49.987,51.243,19.097
0.32374,3673.5,4466.8,9.4031,26.969,42.342,2675.5,75.268,120.42,0.3998,81.289,47.574,2601.4,25.916,48.44,3087.0,22.531,66.263,230.34,329.48,94.665,77.512,64.06,53.31,31.676,58.036,18.609,49.169,30.96,42.924,48.69,40.845,19.098
0.28805,3645.1,4515.5,9.3852,27.328,42.605,2707.5,76.475,120.4,0.32583,80.055,51.155,2635.7,25.855,49.385,3106.5,23.339,65.242,221.81,339.72,94.549,77.235,62.85,54.509,28.407,59.654,22.024,39.02,41.499,45.111,44.95,41.111,17.285
0.26781,3665.8,4569.6,9.5289,27.324,43.129,2742.0,74.95,120.37,0.62491,79.471,50.149,2671.0,25.523,51.334,3138.0,22.306,65.006,220.22,346.79,94.398,77.959,63.616,54.715,26.314,60.944,23.748,72.698,38.539,49.62,44.951,41.065,19.454
0.0022811,3794.3,4907.0,10.346,27.048,43.176,3000.0,74.834,120.39,0.27361,73.943,49.232,2942.3,23.531,49.059,3344.6,22.121,68.288,390.93,378.52,92.673,73.41,82.969,100.0,0.0,71.005,100.07,0.88872,35.839,44.357,-0.16426,15.64,38.691
0.26397,3685.0,4512.6,9.231,27.058,42.408,2703.4,75.358,120.39,0.31243,79.995,51.194,2630.7,25.585,50.263,3103.0,23.761,65.72,230.22,338.8,94.672,76.82,63.249,53.911,25.952,62.038,21.465,36.727,41.614,47.142,47.564,40.595,16.29
0.31042,3680.8,4490.1,9.3587,26.46,42.547,2702.3,75.507,120.37,0.33708,80.243,49.266,2630.2,25.357,48.743,3102.8,23.349,65.711,208.19,339.55,94.397,77.111,63.8,53.758,30.609,63.0,21.518,40.428,35.941,43.625,42.581,40.721,17.22
0.27815,3715.3,4451.8,9.4536,26.919,42.681,2706.2,73.953,120.45,0.35153,80.034,49.947,2635.1,24.947,50.337,3102.1,22.829,65.005,217.88,344.25,94.51,77.441,63.44,53.04,27.062,60.856,22.537,41.289,37.943,47.314,53.181,41.841,18.373
0.02552,3640.6,4684.1,9.5077,26.868,42.213,2732.2,77.085,120.39,0.25858,79.03,49.204,2665.3,25.428,50.339,3104.0,24.458,63.791,182.72,358.34,94.315,77.133,63.362,55.877,1.9945,60.279,27.951,28.115,35.757,47.318,34.285,42.276,14.179
0.28341,3660.9,4609.8,9.2813,26.776,42.264,2713.6,75.33,120.38,0.32937,79.467,50.006,2600.6,23.81,48.476,3109.0,22.304,65.452,228.25,330.49,94.528,76.361,62.678,54.671,28.151,62.719,16.442,39.423,38.117,43.006,46.823,40.773,19.881
0.26453,3692.0,4582.7,9.3101,26.83,42.357,2704.7,74.64,120.38,0.31402,79.865,49.425,2633.7,24.72,49.821,3101.4,23.382,65.914,242.77,341.49,94.563,77.028,63.103,53.469,26.262,63.062,22.345,37.542,36.407,46.121,50.463,41.043,17.267
0.25632,3643.1,4482.2,9.2141,27.181,42.329,2707.1,75.027,120.43,0.33827,80.164,49.366,2636.1,25.068,50.144,3105.1,22.95,65.786,231.5,340.53,94.674,77.087,62.055,54.408,25.73,60.41,22.196,40.525,36.236,46.868,47.367,41.375,20.99
0.23302,3698.2,4497.5,9.2327,26.414,42.286,2700.5,75.808,120.41,0.33261,80.116,51.717,2628.6,24.99,49.941,3098.7,23.909,66.111,234.59,339.81,94.651,77.178,63.553,54.213,22.859,75.467,21.628,39.565,43.153,46.397,48.965,41.46,15.812
0.24745,3688.4,4586.2,9.4389,26.998,42.286,2716.0,74.739,120.36,0.33765,79.617,51.752,2645.6,26.682,50.012,3110.5,22.107,65.167,233.73,344.75,94.587,77.025,62.275,53.854,24.334,60.25,23.239,39.179,43.257,46.561,46.828,40.154,20.133
0.2864,3665.4,4472.5,9.4106,26.811,42.204,2701.3,75.249,120.41,0.33063,80.365,50.448,2628.3,24.35,50.938,3102.6,23.632,66.177,236.14,337.14,94.707,77.413,61.923,53.252,28.526,61.433,21.035,39.346,39.418,48.705,49.307,41.514,16.465
0.073743,3638.5,4384.5,9.7674,27.298,42.719,2702.0,73.603,120.4,0.2416,80.403,49.363,2631.8,26.485,49.907,3097.0,22.036,66.715,268.02,345.91,94.524,77.445,63.644,52.666,7.2783,64.559,23.067,28.553,36.225,46.318,56.606,41.768,20.34
0.28886,3621.1,4430.8,9.4753,27.047,42.213,2697.0,73.874,120.38,0.34985,80.516,48.798,2626.3,24.642,50.397,3094.8,23.165,65.848,229.64,341.85,94.694,77.804,61.911,54.053,28.134,62.39,22.227,41.472,34.563,47.452,58.366,40.707,17.552
0.21187,3659.3,4544.4,9.297,26.964,42.177,2706.4,76.126,120.39,0.32731,79.696,51.04,2635.3,25.283,48.723,3104.6,22.313,65.327,219.99,341.41,94.545,76.8,63.911,53.932,20.842,72.604,22.169,40.012,41.162,43.578,44.481,40.453,19.71
0.28438,3731.0,4598.0,9.3563,26.908,41.965,2713.2,74.975,120.41,0.32584,80.11,49.358,2642.3,22.925,49.74,3109.9,23.044,66.119,249.28,341.08,94.334,77.62,63.284,53.533,28.292,62.269,22.273,40.028,36.212,45.933,52.432,41.213,17.946
0.27104,3671.6,4501.7,9.3908,27.116,42.817,2700.5,75.642,120.43,0.36379,80.49,47.833,2630.0,25.442,49.015,3100.6,24.18,66.373,245.09,341.52,92.519,77.702,63.7,54.21,26.814,60.723,22.177,43.367,31.722,44.254,51.799,42.689,15.148
0.23017,3630.8,4474.3,9.2819,26.628,42.26,2695.4,74.963,120.37,0.32012,79.927,50.073,2624.4,26.374,50.999,3091.5,23.444,67.197,225.65,341.12,94.801,76.912,62.828,53.859,22.911,62.757,22.089,38.242,38.314,48.846,48.956,40.507,17.034
0.26947,3658.6,4500.1,9.313,27.745,42.478,2692.9,74.033,120.45,0.34662,79.954,51.137,2622.5,27.88,51.41,3088.2,23.056,66.293,249.26,341.24,94.781,76.911,63.122,53.991,26.778,61.225,21.065,41.678,41.447,49.796,52.792,42.101,17.981
0.25684,3617.0,4511.3,9.1635,26.817,42.538,2713.2,75.719,120.49,0.33762,79.898,50.539,2643.0,23.432,50.129,3106.8,22.216,65.404,227.55,343.26,91.555,77.526,62.111,54.284,25.206,63.502,22.882,39.688,39.685,46.833,46.117,43.494,19.868
0.22755,3702.0,4581.5,9.3157,26.999,42.318,2727.6,75.291,120.42,0.32877,79.671,50.313,2658.0,24.75,49.456,3120.1,23.177,65.6,238.0,345.57,94.389,77.539,63.341,54.43,22.005,62.704,23.669,39.27,39.022,45.275,48.823,41.724,17.533
0.20047,3706.2,4464.1,9.3477,26.922,42.282,2703.5,74.631,120.38,0.34334,79.922,48.748,2631.9,25.41,50.724,3100.1,23.442,65.622,231.18,341.69,94.781,77.37,62.772,53.269,20.169,61.258,22.203,40.707,34.415,48.21,47.373,40.966,16.966
0.29632,3654.3,4531.8,8.9687,26.898,41.671,2665.7,76.441,120.4,0.32834,81.26,50.78,2593.3,25.594,49.205,3065.6,22.182,66.209,205.47,334.7,95.123,77.224,62.473,53.972,29.709,58.715,20.44,39.899,40.395,44.693,42.718,39.839,21.335
0.26076,3646.6,4470.0,9.2454,26.448,42.281,2701.8,74.059,120.39,0.33833,80.308,49.064,2630.8,25.288,49.032,3099.7,22.82,66.055,234.92,341.7,94.472,77.508,63.174,53.555,26.018,63.084,21.667,40.036,35.345,44.294,49.194,40.782,18.353
0.29218,3612.3,4426.0,9.4064,27.109,42.56,2716.6,75.271,120.41,0.35126,79.832,47.955,2645.9,25.741,49.352,3110.8,22.741,66.742,261.24,344.61,94.515,77.393,63.211,53.791,28.787,76.531,23.268,40.589,32.082,45.035,55.159,40.937,18.634
0.32234,3590.1,4362.9,9.5901,26.896,42.498,2616.7,72.141,120.41,0.36453,82.558,52.181,2543.6,23.633,48.046,3022.2,23.592,73.19,376.17,335.59,94.665,78.327,61.624,52.88,31.683,60.252,18.94,44.792,44.518,42.011,98.652,41.157,16.184
0.18322,3632.4,4489.1,9.2617,26.768,42.075,2698.2,74.62,120.06,0.32932,80.135,50.851,2627.4,25.273,50.03,3093.9,21.358,66.064,238.03,341.83,95.203,77.54,62.637,53.946,18.385,63.901,22.23,38.6,40.604,46.602,49.352,30.796,21.813
0.31783,3671.8,4517.5,9.3477,27.034,42.163,2707.3,74.949,120.39,0.33913,80.113,49.317,2636.1,24.539,48.291,3104.0,22.899,65.584,224.93,341.72,94.525,77.03,61.982,53.172,31.413,60.035,22.39,40.024,36.091,42.579,45.696,40.645,18.246
0.27196,3640.0,4518.3,9.3827,27.031,42.447,2704.2,75.436,120.38,0.30428,80.117,51.406,2632.6,26.963,50.392,3103.8,24.594,65.306,216.5,339.6,94.761,77.011,62.541,54.258,26.555,60.311,21.739,36.529,42.239,47.442,44.137,35.714,14.256
0.28975,3690.4,4475.3,9.4192,27.162,42.011,2697.8,74.583,120.4,0.3353,80.08,49.929,2626.1,26.174,49.979,3097.5,23.682,65.953,235.63,339.67,94.654,77.093,63.297,53.881,28.219,59.813,21.818,40.24,37.892,46.486,48.98,40.908,16.402
0.22708,3675.9,4480.9,9.3739,26.812,42.157,2710.9,75.534,120.39,0.34685,79.757,48.343,2641.4,24.233,48.727,3103.6,22.098,65.859,235.36,345.77,94.492,77.229,62.799,54.033,22.411,63.151,23.29,39.945,33.225,43.587,48.008,41.454,20.087
0.29916,3634.7,4486.5,9.428,27.015,42.249,2707.1,74.889,120.38,0.32005,80.534,48.688,2636.6,25.8,49.883,3104.7,21.97,65.782,230.44,340.96,94.729,77.562,62.559,54.032,29.635,60.186,22.218,38.455,34.238,46.262,47.586,40.845,20.442
0.24192,3605.1,4546.6,9.3008,27.102,42.501,2704.0,74.474,120.37,0.34336,80.092,49.15,2632.4,25.898,51.07,3101.9,22.539,65.471,223.93,341.24,94.741,77.154,62.637,53.976,24.085,77.083,21.963,40.853,35.599,49.01,46.306,40.73,19.058
0.34736,3687.6,4403.2,9.5763,26.804,42.753,2682.8,73.23,120.41,0.36856,80.928,49.318,2611.6,23.01,49.886,3080.7,22.537,68.559,298.89,343.0,94.31,77.671,62.977,52.219,33.831,78.739,21.708,43.243,36.094,46.271,68.254,41.494,19.107
0.28192,3641.3,4523.8,9.3459,26.664,42.659,2702.2,75.735,120.42,0.32079,80.18,49.761,2630.5,24.891,50.764,3100.4,23.912,65.309,218.11,339.88,94.631,77.046,63.399,53.534,27.77,60.357,21.834,38.59,37.397,48.301,50.491,40.688,15.927
0.25158,3652.0,4532.6,9.273,27.258,42.279,2815.4,75.629,120.42,0.27421,77.883,49.508,2746.3,25.267,50.231,3202.7,22.452,63.874,231.61,348.87,94.805,76.512,62.27,54.555,24.715,61.506,26.45,31.897,36.652,47.068,45.187,40.819,19.652
0.22211,3623.3,4502.1,9.3344,27.701,42.703,2714.9,75.468,120.4,0.34407,79.625,48.972,2643.9,26.5,50.13,3104.2,22.863,66.396,255.16,346.04,94.584,77.361,62.241,53.852,22.072,61.323,23.643,40.928,35.074,46.835,52.617,41.854,18.292
0.29302,3628.3,4512.1,9.3246,26.533,42.071,2711.9,74.991,120.37,0.32279,79.967,49.426,2641.9,22.358,49.393,3104.0,23.198,65.913,240.89,343.24,94.564,77.297,62.219,54.295,28.732,59.669,22.285,37.71,36.41,45.13,48.748,40.17,17.548
0.23102,3649.1,4506.1,9.4391,26.942,42.587,2701.2,74.777,120.4,0.31416,80.348,48.906,2630.5,25.823,49.06,3099.2,22.88,65.834,231.39,340.41,94.549,77.491,63.279,53.851,23.093,60.902,22.092,37.443,34.882,44.359,48.093,41.247,18.239
0.23773,3632.3,4465.9,9.3301,27.006,42.274,2704.8,74.363,120.36,0.36437,79.954,50.024,2633.0,25.417,49.553,3100.6,23.339,65.651,227.88,341.94,94.763,77.497,62.842,53.578,23.589,62.456,22.299,42.977,38.171,45.499,46.857,40.293,17.181
0.24189,3628.8,4417.4,8.9506,26.988,41.888,2634.1,75.383,120.4,0.16769,80.952,49.278,2562.6,24.229,51.098,3030.3,23.214,66.852,252.47,337.43,94.99,76.57,62.854,52.874,23.937,60.782,20.715,20.52,35.976,49.076,54.515,40.624,17.853
0.24714,3670.3,4480.2,9.2896,27.005,42.274,2703.4,74.338,120.33,0.33639,80.105,50.351,2633.1,25.142,51.462,3098.5,22.064,66.082,242.18,341.98,94.501,77.338,63.092,53.43,24.075,62.594,22.52,39.712,39.133,49.917,50.323,36.969,20.202
0.0017064,3751.0,4859.4,10.145,26.573,42.539,2915.9,75.006,120.4,0.27059,74.23,50.56,2856.0,23.845,50.758,3266.1,22.983,66.971,352.6,375.7,93.115,75.557,64.272,58.463,0.36474,65.928,36.542,26.907,39.747,48.289,74.048,44.343,19.986
0.24235,3675.2,4472.4,9.3847,26.738,42.441,2706.4,74.339,120.4,0.34924,79.926,49.551,2635.5,27.058,50.497,3101.5,23.459,65.622,227.33,342.79,94.666,76.768,62.981,53.81,24.107,59.432,22.518,41.623,36.778,47.685,46.7,40.492,16.948
0.23328,3722.9,4504.7,9.3942,26.856,42.37,2704.5,75.519,120.42,0.33604,79.773,51.21,2632.6,26.89,52.199,3099.9,22.583,64.222,211.22,342.54,94.616,77.09,63.449,54.234,22.729,62.073,22.537,39.281,41.662,51.624,41.431,41.279,18.97
0.2889,3673.3,4483.8,9.1946,27.184,42.651,2688.9,75.133,120.37,0.34388,80.292,49.368,2617.0,25.36,49.998,3089.6,22.474,67.284,246.09,339.25,94.553,77.668,63.54,53.414,28.484,63.471,21.483,40.925,36.24,46.53,53.163,40.878,19.201
0.24217,3653.9,4460.3,9.2344,27.31,42.181,2698.0,74.72,120.35,0.32901,80.125,50.554,2626.2,25.008,49.982,3096.0,22.934,65.253,215.27,340.05,94.743,77.205,63.055,52.823,24.157,59.417,22.076,39.093,39.731,46.492,43.103,44.211,18.166
0.14661,3615.5,4589.8,8.97,26.722,41.973,2722.9,76.764,120.4,0.33037,79.881,49.82,2654.3,24.895,48.492,3104.7,23.815,68.203,293.61,348.3,94.825,79.075,62.98,55.665,14.573,61.779,25.467,38.715,37.571,43.045,64.47,41.172,17.215
0.25993,3660.1,4425.7,9.3119,26.96,42.222,2690.3,74.659,120.38,0.35469,80.547,49.592,2619.5,25.96,49.323,3087.1,23.293,67.632,261.59,343.15,94.452,77.648,62.361,53.072,25.873,63.035,22.24,41.805,36.9,44.966,56.516,41.229,17.152
0.24735,3651.8,4539.3,9.2631,26.913,42.0,2705.7,75.134,120.41,0.35855,79.794,49.196,2580.7,25.724,51.987,3102.1,23.536,65.162,228.74,322.3,94.717,76.797,63.282,53.888,24.308,61.586,14.262,42.77,35.735,51.132,45.858,40.765,16.988
0.40425,3613.7,4502.4,8.5518,26.756,41.653,2660.1,77.235,120.38,0.31477,80.557,49.201,2583.0,25.125,49.497,3078.0,23.636,61.578,126.89,316.38,95.86,75.811,62.689,53.796,39.617,69.711,16.388,39.903,35.748,45.371,24.067,38.277,17.268
0.32312,3669.7,4426.3,9.461,26.514,42.06,2689.4,74.785,120.43,0.35379,80.59,50.3,2617.0,25.259,51.083,3091.8,24.3,66.933,227.23,338.4,94.518,77.474,62.871,52.849,31.947,59.7,20.563,41.976,38.984,49.04,49.109,41.322,14.984
0.25407,3597.9,4559.1,9.3836,26.997,42.227,2711.8,75.66,120.42,0.34204,79.994,50.086,2639.9,26.499,49.096,3108.8,23.27,65.474,225.23,341.59,92.604,77.512,62.43,53.9,24.968,60.001,22.093,40.84,38.353,44.442,45.649,41.529,17.32
0.25947,3692.5,4804.6,8.8292,26.886,42.03,2762.9,79.246,120.43,0.25099,78.188,49.546,2692.0,25.937,51.771,3156.7,23.519,58.671,74.335,339.51,94.993,75.933,63.681,56.589,25.384,73.652,23.384,29.546,36.765,50.632,12.558,40.627,17.227
0.0,3617.6,4270.9,9.6218,26.711,42.338,3000.0,74.087,120.41,0.22074,72.955,50.128,2921.2,26.429,49.79,3443.0,22.273,67.426,461.19,310.13,95.53,73.149,70.646,49.203,100.0,95.642,-0.08974,0.2976,38.478,46.048,100.2,100.04,54.518
0.22581,3666.9,4522.9,9.2587,26.722,42.215,2702.0,75.079,120.18,0.32781,80.08,50.291,2631.6,25.179,48.765,3102.4,23.313,65.441,222.06,339.98,93.427,77.15,63.824,54.265,22.099,60.197,21.721,39.443,38.957,43.675,44.886,33.742,17.262
0.24223,3639.5,4401.1,9.5176,27.042,42.388,2693.8,75.235,120.41,0.33606,80.303,48.749,2621.7,26.222,50.553,3092.1,23.682,66.073,243.51,339.41,94.263,77.57,61.786,53.128,24.158,60.46,21.985,40.505,34.418,47.813,50.735,41.682,16.444
0.77145,3637.7,4420.8,8.8003,26.442,42.081,2700.7,74.393,120.39,0.31586,80.254,49.935,2628.7,24.432,48.868,3098.6,22.247,68.151,272.77,340.52,94.7,77.36,63.024,53.508,75.749,55.813,21.646,37.546,37.908,43.914,61.192,40.958,19.694
0.29013,3686.9,4483.1,9.3048,26.663,42.37,2690.2,74.739,120.41,0.36622,80.552,51.019,2619.3,24.839,50.588,3086.3,22.04,67.351,269.98,342.25,94.518,77.597,64.011,53.752,28.361,61.468,21.997,43.013,41.099,47.895,58.135,40.974,20.377
0.22764,3656.6,4531.2,9.1373,26.954,42.171,2699.1,74.936,120.77,0.35217,80.146,50.623,2627.7,25.26,49.945,3099.8,23.62,65.761,227.72,338.95,94.667,77.127,62.574,54.357,22.431,58.721,21.566,42.018,39.932,46.407,46.701,52.158,16.579
0.2294,3652.9,4585.2,9.3785,27.062,42.472,2716.2,75.26,120.41,0.32938,79.787,51.196,2640.7,26.781,51.451,3112.2,23.752,65.672,234.14,342.02,94.705,77.44,63.006,54.594,22.412,61.469,22.042,38.196,41.621,49.891,47.685,40.775,16.191
0.26784,3666.9,4470.3,9.4064,27.249,42.075,2695.1,74.206,120.41,0.36649,80.287,49.901,2624.4,26.575,48.737,3090.3,21.989,66.031,233.15,341.53,94.568,77.543,62.007,53.77,26.212,61.837,22.682,43.483,37.81,43.61,48.63,41.402,20.328
0.40069,3600.6,4285.8,9.4774,27.029,42.745,2637.0,71.635,120.41,0.40071,81.49,49.848,2564.4,26.34,49.865,3041.1,24.001,71.641,382.37,335.82,94.623,77.708,61.612,51.632,39.411,78.582,19.495,49.161,37.653,46.222,96.688,41.416,16.002
0.22925,3625.9,4486.0,9.4163,26.781,42.119,2709.0,75.392,120.4,0.33589,80.1,50.879,2637.8,24.638,48.945,3106.3,21.459,65.702,232.07,341.77,94.751,77.197,62.906,53.983,22.776,62.005,22.218,39.572,40.686,44.093,47.292,40.94,21.648
0.27273,3673.8,4485.6,9.3712,26.721,42.226,2685.6,75.076,120.25,0.33605,80.402,49.203,2614.4,26.257,50.378,3085.4,24.016,66.728,251.69,339.97,92.921,77.687,62.943,52.703,26.693,61.244,21.186,40.074,35.755,47.408,53.465,36.88,15.559
0.29165,3702.5,4608.2,9.5844,27.064,43.039,2688.3,75.369,120.4,0.68503,81.599,48.584,2616.5,25.508,50.804,3093.2,23.142,62.805,120.48,339.64,94.472,79.106,63.969,55.974,28.589,62.862,20.713,81.705,33.934,48.394,22.576,41.309,16.329
0.28903,3653.0,4512.7,9.3444,26.47,42.292,2707.0,75.177,120.42,0.32717,80.087,52.078,2636.2,24.451,50.201,3103.4,22.712,65.652,227.69,342.35,94.486,77.463,63.315,53.778,28.661,61.193,22.459,39.119,44.216,46.999,47.32,41.211,18.676
0.2237,3636.9,4486.7,9.5254,27.242,42.445,2705.1,74.534,120.4,0.34804,80.393,49.432,2634.2,24.541,50.853,3100.9,23.738,66.724,250.88,343.82,94.6,77.602,62.32,53.552,22.254,60.685,22.628,40.906,36.429,48.509,53.419,41.015,16.112
0.27412,3613.4,4460.7,9.3408,27.064,42.384,2687.9,74.893,120.43,0.34755,80.478,48.55,2616.3,25.029,51.002,3085.8,22.674,65.949,229.54,339.05,93.069,77.463,62.733,53.948,27.359,59.108,21.699,42.271,33.833,48.853,47.963,41.601,18.773
0.30454,3730.9,4498.0,9.4788,27.244,42.55,2702.3,74.871,120.43,0.35952,80.175,50.756,2630.2,25.422,48.733,3100.1,24.582,65.728,230.48,340.25,94.516,77.226,63.285,53.208,30.0,59.05,22.055,42.048,40.325,43.603,47.482,41.558,14.239
0.28315,3704.5,4584.4,9.289,26.988,42.219,2706.5,75.28,120.41,0.32376,79.997,49.027,2634.9,24.4,48.863,3104.3,21.901,65.138,167.07,341.42,94.508,76.716,63.256,53.641,28.183,60.53,22.123,39.288,35.236,43.902,33.5,41.729,20.605
0.26487,3698.5,4474.5,9.3116,26.304,42.45,2700.3,74.606,120.43,0.35727,80.522,49.065,2631.0,25.215,50.754,3094.4,22.599,66.425,243.77,342.42,94.355,77.8,63.384,53.8,25.785,62.009,21.551,42.704,35.349,48.279,53.662,41.826,18.987
0.17951,3643.3,4493.8,9.5057,27.136,41.968,2710.3,75.15,120.45,0.3345,80.315,51.104,2639.4,26.798,51.223,3104.8,24.092,65.128,213.78,342.35,94.528,77.516,62.808,54.473,17.608,61.531,22.601,39.933,41.348,49.363,43.416,43.735,15.3
0.26623,3666.2,4504.9,9.3495,27.053,42.289,2709.9,75.817,120.4,0.31878,79.894,49.818,2639.0,25.518,50.507,3109.0,23.46,64.621,207.5,340.69,94.664,77.126,62.578,54.426,25.79,59.05,21.946,38.141,37.564,47.706,41.466,41.242,16.99
0.25307,3723.2,4519.7,9.3276,26.778,42.112,2694.4,75.029,120.4,0.33505,80.412,49.341,2621.0,24.182,48.384,3098.7,24.007,66.043,232.2,335.19,94.654,77.504,63.957,53.273,24.499,62.304,20.394,40.494,36.159,42.793,48.308,40.992,15.556
0.0,3606.6,4276.0,9.7272,26.819,42.481,3000.1,73.384,120.38,0.22089,73.121,50.31,2919.9,27.15,49.519,3449.2,23.315,67.348,462.38,307.32,95.622,73.26,75.143,42.671,100.0,100.0,-0.039195,3.1807,39.013,45.421,100.22,-0.052978,3.8316
0.0032464,3766.5,4829.9,10.326,26.908,43.02,3000.0,74.321,120.4,0.26452,76.538,48.772,2943.3,22.218,48.259,3345.8,22.482,68.525,354.05,376.66,92.368,68.88,80.286,100.0,0.0,78.367,58.274,1.8693,34.487,42.505,-0.16603,87.853,29.805
